seed,method,generation,mauve,mauve_std,mauve_star,divergence,p_samples,q_samples,ref_seed,max_text_length,model_name,batch_size,kmeans_num_redo,kmeans_max_iter,num_buckets
4960,set_aware,2,0.07869464111428795,,0.12175535090943657,0.3086644135539388,1000,1000,4961,128,gpt2-large,32,1,100,auto
4960,set_aware,3,0.06764078710908362,,0.10827033183452422,0.30135891410355625,1000,1000,4961,128,gpt2-large,32,1,100,auto
4960,set_aware,4,0.05650471533780329,,0.09176542643680975,0.2926304295642966,1000,1000,4961,128,gpt2-large,32,1,100,auto
