seed,method,generation,mauve,mauve_std,mauve_star,divergence,p_samples,q_samples,ref_seed,max_text_length,model_name,batch_size,kmeans_num_redo,kmeans_max_iter,num_buckets
1088,set_aware,0,0.2166370526543942,,0.2847600411767971,0.3864260004409285,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,1,0.08237364906019673,,0.12639136877515733,0.31724150245564203,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,2,0.023731259335306183,,0.04539394850681969,0.2564240983493931,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,3,0.018696412603162852,,0.037251919235167796,0.24939793048957512,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,4,0.0145968203296115,,0.031175865001220306,0.2411023930206346,1000,1000,1089,256,gpt2,32,1,100,auto
2195,set_aware,0,0.12274587952392269,,0.17732048848724602,0.341848873664211,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,1,0.05258310050557053,,0.09066111053337811,0.2909933525302843,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,2,0.02084659694720973,,0.04117393589079494,0.2533230616821501,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,3,0.01508085436286355,,0.031154352124288742,0.24206701948711556,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,4,0.013210041308348784,,0.02876492908065424,0.23713133219191143,1000,1000,2196,256,gpt2,32,1,100,auto
4960,set_aware,0,0.1568221461837861,,0.21822860160188676,0.3587816559074089,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,1,0.06034792670255733,,0.09842055085939429,0.2987520074794838,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,2,0.024834384629465384,,0.04855377923179216,0.25795014721305676,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,3,0.017181152331792314,,0.03561836439837589,0.24531990671751505,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,4,0.01445198622197227,,0.03086742552174073,0.24034168261019076,1000,1000,4961,256,gpt2,32,1,100,auto
