seed,method,generation,mauve,mauve_std,mauve_star,divergence,p_samples,q_samples,ref_seed,max_text_length,model_name,batch_size,kmeans_num_redo,kmeans_max_iter,num_buckets
1088,set_aware,0,0.2166370526543942,,0.2847600411767971,0.3864260004409285,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,1,0.06746152854039991,,0.10706017810695302,0.30516543825172965,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,2,0.031034869614551354,,0.056181635839299214,0.2686858258300904,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,3,0.016821932639257825,,0.033558010470689424,0.24677890398397187,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,4,0.01587260905152805,,0.03238345337231839,0.24457908296546377,1000,1000,1089,256,gpt2,32,1,100,auto
2195,set_aware,0,0.12274587952392269,,0.17732048848724602,0.341848873664211,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,1,0.04937147879141951,,0.08497607246756043,0.2881538992603677,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,2,0.017247336545980915,,0.035389932175230884,0.24621204430358315,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,3,0.016059804558467602,,0.03350951485415529,0.2437976418338472,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,4,0.012756206428456394,,0.02831006776790379,0.23664163193586218,1000,1000,2196,256,gpt2,32,1,100,auto
4960,set_aware,0,0.1568221461837861,,0.21822860160188676,0.3587816559074089,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,1,0.05965684959165818,,0.09745884438698868,0.2981718674979249,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,2,0.03272721809695206,,0.05974058100724619,0.27211747441130457,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,3,0.019412845923781435,,0.03862627670808583,0.2509694314006416,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,4,0.014004869985427583,,0.030279379700375864,0.23899307879677995,1000,1000,4961,256,gpt2,32,1,100,auto
