method,generation,distinct2,distinct3,distinct4,val_ppl,clean_val_size,train_avg_words,train_gzip_ratio,train_rep4_intra,train_unique_line_ratio
kl_reg,0,0.5155712867001095,0.591836473151352,0.634162388090508,41.12136024387795,0.0,152.3805,0.31987184108516387,0.24267868199863984,0.9775
kl_reg,1,0.4464474279680193,0.5071928337360982,0.5434505768789955,50.25819151123349,0.0,156.3055,0.27483338622659476,0.38840518376955413,0.955
kl_reg,2,0.42735385038985746,0.48245370953520594,0.5168549297024556,54.413529481386526,0.0,156.041,0.25091620397710457,0.46312902332851613,0.942
kl_reg,3,0.3952855043826316,0.4419909225355704,0.4709717160310046,54.98930143413129,0.0,156.9085,0.2345127340924998,0.5115850944050178,0.94
kl_reg,4,0.3835862190946648,0.42721989801757354,0.45429993984308004,55.56665461567852,0.0,154.9495,0.22257536476044507,0.5507986360639736,0.924
