generation,no_filter_mean,no_filter_std,ours_mean,ours_std,path_signature_mean,path_signature_std
57,3.159692,0.018311,5.639565,0.027969,2.820246,0.017377
58,3.181882,0.022964,5.633513,0.035834,2.843050,0.020844
59,3.176765,0.015482,5.632874,0.034912,2.840617,0.011941
60,3.185105,0.016923,5.637967,0.018932,2.847710,0.013830
61,3.172190,0.018752,5.638392,0.035349,2.834179,0.016363
62,3.181649,0.010231,5.645737,0.028762,2.842809,0.011575
63,3.173281,0.020610,5.637232,0.028987,2.835307,0.021282
64,3.177322,0.023618,5.643438,0.018553,2.841949,0.022115
65,3.190391,0.029769,5.637393,0.011811,2.846548,0.026641
66,3.176742,0.019566,5.649841,0.028251,2.835506,0.017868
67,3.171258,0.025002,5.638006,0.037945,2.835978,0.022730
68,3.175281,0.017805,5.641315,0.013622,2.835745,0.015207
69,3.177125,0.025364,5.628469,0.017441,2.835995,0.025348
70,3.178680,0.019270,5.610679,0.018755,2.840336,0.015039
71,3.173842,0.028494,5.618595,0.035454,2.835114,0.027528
72,3.177202,0.022085,5.642604,0.040863,2.840570,0.019935
73,3.189253,0.012055,5.638953,0.020897,2.848539,0.014029
74,3.178655,0.021684,5.622918,0.012384,2.841654,0.018814
75,3.175706,0.011259,5.641306,0.016908,2.838064,0.008263
76,3.174632,0.018436,5.630297,0.022758,2.836210,0.016409
77,3.182461,0.020368,5.619891,0.015083,2.843009,0.016651
78,3.177786,0.018672,5.633504,0.020456,2.836481,0.013027
79,3.174065,0.016555,5.627997,0.028694,2.834626,0.014726
80,3.167272,0.014390,5.625589,0.020366,2.831120,0.011320
81,3.165624,0.017754,5.613509,0.022731,2.828230,0.017770
82,3.178408,0.011165,5.635233,0.025210,2.839557,0.007802
83,3.180476,0.032613,5.633512,0.029838,2.841266,0.026584
84,3.167392,0.019110,5.649474,0.021617,2.829927,0.017279
85,3.169179,0.022247,5.623017,0.029274,2.829203,0.023662
86,3.182928,0.014859,5.611781,0.030807,2.844556,0.011915
87,3.178705,0.018652,5.613641,0.021411,2.838472,0.014824
88,3.171897,0.013329,5.609300,0.024657,2.835751,0.012588
89,3.177700,0.020162,5.603409,0.029756,2.839145,0.016896
90,3.165354,0.019352,5.627252,0.025642,2.828208,0.017958
91,3.174749,0.013976,5.611356,0.022065,2.834420,0.015470
92,3.168952,0.015612,5.617608,0.023637,2.827578,0.014039
93,3.176580,0.023586,5.623702,0.021078,2.836457,0.021182
94,3.183365,0.012429,5.639230,0.029210,2.843165,0.012276
95,3.183182,0.012131,5.634788,0.027478,2.842925,0.013664
96,3.174062,0.021406,5.609525,0.019193,2.835642,0.016814
97,3.174237,0.011372,5.620174,0.027013,2.835519,0.012043
98,3.157880,0.017649,5.620822,0.024371,2.817757,0.015220
99,3.163264,0.013381,5.617297,0.020980,2.826061,0.013096
100,3.186607,0.029663,5.616825,0.030451,2.842271,0.024644
101,3.172296,0.015055,5.616513,0.023664,2.835746,0.016334
102,3.179092,0.011250,5.625725,0.024243,2.839814,0.009966
103,3.166297,0.024201,5.620550,0.019524,2.829373,0.019040
104,3.164582,0.016797,5.621706,0.026116,2.827349,0.017556
105,3.172453,0.033330,5.610523,0.016591,2.833228,0.031301
106,3.177393,0.018757,5.618588,0.025448,2.840396,0.018052
107,3.172755,0.019884,5.612859,0.014950,2.833311,0.017755
108,3.187337,0.012222,5.628319,0.033830,2.846713,0.010586
109,3.182543,0.012806,5.615591,0.028595,2.842132,0.013476
110,3.172441,0.019184,5.624396,0.022057,2.835737,0.018524
111,3.170904,0.016806,5.614385,0.029802,2.832744,0.012091
112,3.180974,0.016921,5.642918,0.018026,2.841997,0.014891
113,3.190208,0.022217,5.612023,0.019171,2.849503,0.019812
114,3.169062,0.014026,5.609907,0.019817,2.828195,0.013154
115,3.168751,0.023500,5.621144,0.025070,2.831138,0.020160
116,3.171444,0.013136,5.618297,0.039755,2.836450,0.013326
117,3.177255,0.013170,5.609780,0.023826,2.838375,0.009323
118,3.179090,0.024920,5.620024,0.027014,2.839062,0.020814
119,3.178002,0.014591,5.614825,0.017839,2.839182,0.011744
120,3.166162,0.012215,5.607293,0.016918,2.829788,0.006966
121,3.177600,0.011698,5.611405,0.026173,2.835529,0.011916
122,3.181538,0.015944,5.627298,0.032505,2.843531,0.012625
123,3.179731,0.013515,5.613864,0.024513,2.838096,0.015058
124,3.162169,0.019160,5.614674,0.027239,2.826630,0.017220
125,3.177946,0.021630,5.641809,0.030884,2.840686,0.018315
126,3.171706,0.019200,5.634100,0.019078,2.836571,0.018723
127,3.184662,0.015978,5.629662,0.023645,2.843709,0.013444
128,3.176836,0.017859,5.629501,0.023531,2.839316,0.013934
129,3.175793,0.017160,5.628230,0.013348,2.838680,0.017049
130,3.169936,0.018693,5.600014,0.031450,2.830360,0.018738
131,3.170578,0.014424,5.608326,0.031883,2.834399,0.015006
132,3.175527,0.015972,5.612748,0.034070,2.834730,0.017965
133,3.162035,0.016847,5.611761,0.034241,2.822171,0.014049
134,3.181882,0.022178,5.628222,0.024527,2.841067,0.020198
135,3.174747,0.014019,5.623680,0.023018,2.836209,0.014464
136,3.184714,0.014648,5.606970,0.019852,2.842740,0.013004
137,3.170113,0.015660,5.617779,0.030847,2.832906,0.016106
138,3.164607,0.010912,5.623794,0.028351,2.828203,0.010404
139,3.171281,0.021617,5.610043,0.023656,2.832858,0.021476
140,3.179845,0.015621,5.619923,0.016685,2.840450,0.011841
141,3.169484,0.017427,5.605121,0.027022,2.831790,0.015282
142,3.176033,0.019013,5.607226,0.016626,2.834745,0.016641
143,3.172582,0.020143,5.619392,0.022512,2.833450,0.017977
144,3.170023,0.034511,5.605640,0.029422,2.830635,0.029902
145,3.170863,0.011983,5.613707,0.012173,2.832485,0.007889
146,3.164414,0.021355,5.610367,0.025538,2.828389,0.017123
147,3.175855,0.018668,5.628786,0.019614,2.838719,0.016627
148,3.180027,0.028011,5.614698,0.033257,2.841790,0.024926
149,3.176393,0.017955,5.620301,0.012384,2.835802,0.014930
150,3.177161,0.011189,5.620897,0.029053,2.839222,0.009325
151,3.168375,0.023998,5.615985,0.030038,2.833428,0.023097
152,3.175174,0.010927,5.623383,0.022058,2.836452,0.010681
153,3.163676,0.019194,5.600542,0.026880,2.827443,0.018028
154,3.184582,0.014931,5.620779,0.026421,2.845022,0.013571
155,3.179384,0.008533,5.638609,0.015677,2.838180,0.006993
156,3.191107,0.017769,5.635595,0.030744,2.847758,0.013474
157,3.176126,0.019036,5.609962,0.023324,2.836432,0.015999
158,3.172868,0.017148,5.614932,0.029991,2.834233,0.014225
159,3.169281,0.019497,5.603390,0.026363,2.830700,0.017841
160,3.161506,0.017061,5.605609,0.025625,2.828012,0.015622
161,3.179608,0.017539,5.615434,0.021214,2.840340,0.015306
162,3.186279,0.012390,5.630749,0.025835,2.847214,0.011020
163,3.189049,0.015257,5.617760,0.024864,2.847653,0.014440
164,3.173351,0.014665,5.620619,0.020813,2.834850,0.015007
165,3.177215,0.013709,5.618132,0.025560,2.835957,0.010423
166,3.168251,0.013204,5.622289,0.014169,2.830095,0.013374
167,3.173978,0.013609,5.604916,0.029233,2.834003,0.010248
168,3.178316,0.016787,5.616582,0.021351,2.838122,0.014624
169,3.175177,0.012586,5.610672,0.013679,2.834713,0.007560
170,3.159943,0.027087,5.606767,0.026339,2.823663,0.022634
171,3.175966,0.020718,5.621335,0.030591,2.834942,0.017544
172,3.185650,0.025702,5.618523,0.024424,2.846063,0.024165
173,3.182533,0.019250,5.619106,0.021736,2.840540,0.015522
174,3.189428,0.018700,5.630364,0.030175,2.852024,0.017054
175,3.175222,0.013043,5.624805,0.019352,2.835779,0.014809
176,3.173479,0.022155,5.620733,0.025698,2.834750,0.021823
177,3.166818,0.023426,5.603996,0.029611,2.828399,0.019031
178,3.169977,0.011766,5.625884,0.025675,2.831336,0.009801
179,3.158873,0.016150,5.614187,0.014851,2.824193,0.014329
180,3.183576,0.007059,5.616516,0.027261,2.842229,0.007212
181,3.171016,0.018088,5.608340,0.025907,2.832801,0.013840
182,3.164818,0.013333,5.616456,0.027165,2.826037,0.012400
183,3.183229,0.018255,5.620013,0.028736,2.845199,0.017139
184,3.189403,0.012049,5.614735,0.023032,2.847435,0.011606
185,3.173572,0.023009,5.621119,0.021748,2.835211,0.021202
186,3.179041,0.010064,5.622812,0.019002,2.840508,0.010035
187,3.168124,0.013963,5.617605,0.015787,2.831019,0.009139
188,3.163494,0.008745,5.634731,0.016878,2.824635,0.009714
189,3.183399,0.007916,5.632276,0.018037,2.845705,0.008054
190,3.172808,0.022346,5.611025,0.020096,2.834349,0.019030
191,3.171630,0.016577,5.616427,0.025138,2.829266,0.015722
192,3.166347,0.019296,5.616811,0.017035,2.826026,0.015241
193,3.173960,0.025175,5.629299,0.026675,2.837448,0.021888
194,3.180595,0.021038,5.610140,0.018802,2.841810,0.020328
195,3.179648,0.016084,5.620760,0.021763,2.840947,0.015649
196,3.170079,0.010170,5.608514,0.030408,2.831601,0.009735
197,3.173486,0.011302,5.607846,0.027577,2.835310,0.008973
198,3.178755,0.027604,5.619311,0.022895,2.838952,0.025622
199,3.177888,0.026004,5.614344,0.019935,2.836372,0.021917
200,3.182287,0.034166,5.623591,0.029088,2.841352,0.030031
