generation,no_filter_mean,no_filter_std,ours_mean,ours_std,path_signature_mean,path_signature_std
1,1.023957,0.021610,4.286868,0.259009,0.940663,0.024323
2,1.020341,0.028199,4.094858,0.407619,0.959230,0.036127
3,1.037102,0.019539,3.935887,0.479325,0.966630,0.027115
4,1.019500,0.016612,3.768277,0.545553,0.939907,0.033117
5,1.026476,0.012258,3.699295,0.537816,0.939550,0.029989
6,1.030269,0.022997,3.474645,0.178173,0.929513,0.023725
7,1.047905,0.007444,3.530955,0.493547,0.941385,0.024648
8,1.019373,0.025023,3.505230,0.588003,0.914608,0.034543
9,1.017680,0.017153,3.469216,0.599379,0.905331,0.022897
10,1.024293,0.026122,3.436810,0.593926,0.904626,0.037925
11,1.026388,0.017957,3.379135,0.635712,0.900414,0.032854
12,1.022303,0.015103,3.342873,0.629774,0.890079,0.020475
13,1.017119,0.014152,3.296585,0.636387,0.875159,0.031885
14,1.014557,0.029156,3.275903,0.662936,0.869583,0.037910
15,1.017338,0.014880,3.224557,0.643357,0.864110,0.024640
16,1.023602,0.011427,3.196502,0.668767,0.864483,0.017576
17,1.031980,0.015862,3.200395,0.686389,0.866981,0.021492
18,1.016645,0.022520,3.157636,0.691583,0.838529,0.016089
19,1.018728,0.020075,3.115896,0.689522,0.843542,0.031839
20,1.024363,0.030367,3.098863,0.687402,0.843561,0.033153
21,1.010445,0.012351,3.065665,0.702445,0.825423,0.013613
22,1.031783,0.014881,3.034183,0.704713,0.838620,0.017676
23,1.022781,0.014654,3.012706,0.731702,0.827745,0.024066
24,1.029039,0.020502,2.963147,0.746315,0.831842,0.015608
25,1.019747,0.016647,2.959343,0.727996,0.817325,0.018874
26,1.025235,0.025510,2.917462,0.748978,0.814950,0.013118
27,1.024148,0.021021,2.908926,0.760782,0.817794,0.020647
28,1.023133,0.015891,2.845640,0.759983,0.815363,0.016733
29,1.027524,0.020003,2.819532,0.782232,0.803904,0.014532
30,1.012119,0.014016,2.791858,0.801012,0.797186,0.013078
31,1.025940,0.021767,2.759813,0.805863,0.816323,0.019396
32,1.037759,0.021445,2.729457,0.793267,0.817383,0.011350
33,1.017600,0.019637,2.679399,0.816036,0.811670,0.015193
34,1.026830,0.016949,2.649144,0.842056,0.815894,0.011423
35,1.020053,0.029152,2.640244,0.843201,0.812988,0.016363
36,1.020530,0.021617,2.603377,0.856666,0.812978,0.019606
