generation,no_filter_mean,no_filter_std,ours_mean,ours_std,path_signature_mean,path_signature_std
33,0.909400,0.030958,1.961109,0.105512,0.686421,0.020592
34,0.880729,0.018908,1.968182,0.070343,0.667351,0.016265
35,0.899850,0.023579,1.910040,0.109690,0.684048,0.017987
36,0.882918,0.017122,1.835879,0.101016,0.671070,0.012429
37,0.916768,0.028601,1.866520,0.117335,0.693536,0.013193
38,0.897813,0.021935,1.801551,0.093066,0.678147,0.011527
39,0.904638,0.031503,1.786012,0.121582,0.682576,0.016587
40,0.909534,0.022277,1.752334,0.094892,0.695242,0.009062
41,0.897585,0.016444,1.732623,0.116298,0.689734,0.013992
42,0.895258,0.027196,1.741863,0.158548,0.676720,0.018807
43,0.901441,0.016710,1.639714,0.125808,0.678269,0.015471
44,0.891817,0.023965,1.641912,0.107221,0.670139,0.012426
45,0.894187,0.017242,1.590238,0.103020,0.664611,0.009103
46,0.890258,0.027526,1.606398,0.125787,0.666218,0.020347
47,0.917363,0.025939,1.580595,0.111178,0.686818,0.019473
48,0.884652,0.015620,1.558150,0.159920,0.672664,0.020198
49,0.907478,0.023985,1.555372,0.155297,0.683374,0.017478
50,0.901628,0.026443,1.460716,0.098814,0.676988,0.013261
51,0.910175,0.021043,1.450935,0.126320,0.682749,0.014261
52,0.886507,0.027753,1.447833,0.092731,0.667018,0.025351
53,0.909940,0.012892,1.436330,0.113832,0.684448,0.012432
54,0.913367,0.021265,1.381665,0.113254,0.680230,0.008918
55,0.895364,0.026935,1.361970,0.106814,0.672800,0.016451
56,0.887615,0.019784,1.329740,0.143329,0.668007,0.012383
57,0.891230,0.018560,1.317428,0.136656,0.674532,0.017052
58,0.894968,0.014996,1.299522,0.119807,0.679287,0.012849
59,0.902547,0.030487,1.294615,0.138265,0.677907,0.022920
60,0.908217,0.022747,1.295722,0.189160,0.676018,0.017651
61,0.896529,0.036456,1.260471,0.110196,0.674674,0.030544
62,0.898029,0.011555,1.209030,0.110119,0.676643,0.013455
63,0.884915,0.015473,1.251784,0.162325,0.670025,0.015254
64,0.907881,0.021450,1.252693,0.146379,0.686410,0.013468
65,0.897791,0.014294,1.172157,0.113181,0.679886,0.014921
66,0.916350,0.033484,1.159268,0.110744,0.686659,0.023205
67,0.915914,0.025579,1.192298,0.131965,0.688866,0.025840
68,0.902881,0.016878,1.138090,0.125553,0.688162,0.014495
69,0.894444,0.020360,1.118888,0.102747,0.678300,0.015466
70,0.906008,0.020195,1.184796,0.150418,0.682598,0.021874
71,0.899238,0.014982,1.160531,0.131674,0.676549,0.021059
72,0.891722,0.029646,1.126906,0.140376,0.673911,0.023074
73,0.896893,0.024599,1.103113,0.116293,0.676005,0.014378
74,0.915413,0.020112,1.095106,0.099439,0.682128,0.012216
75,0.902038,0.023466,1.132375,0.135346,0.680233,0.014277
76,0.889168,0.010508,1.050993,0.069380,0.669796,0.012763
77,0.903480,0.031769,1.077932,0.142671,0.676606,0.030454
78,0.909669,0.023647,1.042500,0.093768,0.677037,0.020556
79,0.896918,0.021849,1.026404,0.118046,0.675239,0.019904
80,0.898940,0.018651,1.108113,0.169484,0.678259,0.021585
81,0.912899,0.014737,1.021589,0.084346,0.680972,0.013611
82,0.906835,0.027232,1.045807,0.079467,0.689193,0.018544
83,0.915046,0.026287,1.066655,0.168944,0.686981,0.023411
84,0.896349,0.029286,1.031172,0.107660,0.677917,0.027568
85,0.905838,0.022068,0.962986,0.051391,0.687900,0.013859
86,0.893261,0.020086,1.028739,0.092686,0.672407,0.016649
87,0.909344,0.021220,0.955836,0.075927,0.686238,0.014362
88,0.901538,0.017142,0.974617,0.094017,0.668222,0.015527
89,0.914580,0.018036,0.989379,0.101976,0.682472,0.007335
90,0.898368,0.015517,1.016626,0.135250,0.675488,0.014444
91,0.884202,0.028936,0.992111,0.085347,0.669157,0.019649
92,0.895011,0.017041,0.942853,0.046550,0.678071,0.008480
93,0.898912,0.023219,0.963076,0.119326,0.668365,0.018498
94,0.878066,0.013415,0.929205,0.107209,0.665452,0.010601
95,0.897027,0.025683,0.926119,0.066416,0.678903,0.022924
96,0.900437,0.017781,0.909439,0.049123,0.674362,0.010295
97,0.893876,0.013143,0.945379,0.070621,0.670801,0.010733
98,0.905490,0.015931,0.932752,0.088187,0.687081,0.016075
99,0.897067,0.021803,1.021913,0.104288,0.684199,0.017332
100,0.888266,0.012117,0.962107,0.107920,0.659102,0.011465
101,0.904804,0.016498,0.956117,0.066506,0.679364,0.016390
102,0.892032,0.012557,0.929459,0.104964,0.668487,0.012996
103,0.920312,0.018715,1.000737,0.125889,0.699335,0.018221
104,0.896353,0.020031,0.929269,0.128340,0.677197,0.009720
105,0.903854,0.009221,0.877911,0.039449,0.674486,0.007614
106,0.903521,0.019092,0.946234,0.072487,0.681138,0.014312
107,0.894090,0.017443,0.905356,0.074481,0.678020,0.008113
108,0.897451,0.014777,0.955632,0.050977,0.671063,0.012040
109,0.907836,0.030513,0.945833,0.053167,0.680103,0.021857
110,0.909718,0.026751,0.883542,0.036958,0.683435,0.020586
111,0.896100,0.027283,0.916281,0.104219,0.677746,0.020818
112,0.897284,0.025727,0.923867,0.092611,0.677599,0.022819
113,0.892976,0.014867,0.934555,0.108243,0.673510,0.018910
114,0.892947,0.015147,0.939898,0.084431,0.677381,0.015859
115,0.901085,0.026222,0.906647,0.100844,0.679374,0.018712
116,0.894576,0.021816,0.875486,0.041958,0.665974,0.014566
117,0.900739,0.011687,0.905204,0.086039,0.677429,0.020609
118,0.896805,0.014461,0.908286,0.072216,0.676675,0.016750
119,0.903772,0.021584,0.947999,0.097596,0.684739,0.014620
120,0.910555,0.017322,0.879436,0.079045,0.684987,0.017153
121,0.901403,0.020449,0.894270,0.074160,0.672783,0.014939
122,0.904401,0.023833,0.861561,0.032511,0.679775,0.022165
123,0.902741,0.023435,0.911039,0.095051,0.679271,0.012803
124,0.922045,0.013374,0.861249,0.056078,0.687926,0.014645
125,0.914854,0.030456,0.876123,0.035346,0.679666,0.025875
126,0.885884,0.023077,0.893123,0.092186,0.667045,0.018674
127,0.907550,0.019553,0.862545,0.044996,0.682888,0.012572
128,0.896412,0.012374,0.884465,0.058467,0.674947,0.012380
129,0.901352,0.021016,0.905183,0.050711,0.684050,0.027274
130,0.911133,0.023776,0.946046,0.104642,0.679041,0.017171
131,0.916033,0.021013,0.891858,0.074182,0.691096,0.014512
132,0.901246,0.029170,0.869733,0.036601,0.671305,0.019177
133,0.895934,0.013283,0.866973,0.068225,0.679808,0.012549
134,0.877845,0.020343,0.876815,0.069280,0.661383,0.015775
135,0.908645,0.015030,0.903041,0.054039,0.686052,0.010398
136,0.895819,0.024119,0.867948,0.053032,0.678773,0.015820
137,0.895751,0.030059,0.918980,0.094074,0.673580,0.008635
138,0.910104,0.023978,0.916645,0.065319,0.686417,0.016881
139,0.907450,0.025017,0.897060,0.073547,0.679050,0.012614
140,0.903154,0.018383,0.878456,0.081766,0.678076,0.020943
141,0.894324,0.022655,0.835741,0.026445,0.679036,0.020823
142,0.898474,0.014878,0.870922,0.062123,0.676355,0.006972
143,0.906005,0.023553,0.912539,0.098266,0.676499,0.015733
144,0.915545,0.021871,0.850213,0.048427,0.684983,0.011753
145,0.895934,0.010703,0.960074,0.118243,0.670349,0.025288
146,0.894870,0.020912,0.915894,0.122458,0.672448,0.016358
147,0.894995,0.015064,0.858644,0.075220,0.674220,0.012918
148,0.895843,0.014983,0.839777,0.032222,0.672584,0.012112
149,0.894526,0.030032,0.916150,0.068946,0.687366,0.026661
150,0.894939,0.017273,0.863544,0.049763,0.679543,0.011005
151,0.905329,0.022354,0.904276,0.063950,0.685657,0.021800
152,0.900498,0.007172,0.869279,0.043567,0.675564,0.013457
153,0.893801,0.020159,0.910352,0.084733,0.669434,0.011405
154,0.905042,0.021778,0.855703,0.059811,0.676434,0.021340
155,0.901652,0.024665,0.840224,0.057732,0.679067,0.020604
156,0.906086,0.017977,0.856927,0.054917,0.687694,0.015530
157,0.898645,0.023259,0.888433,0.077288,0.679277,0.020918
158,0.900253,0.019252,0.823831,0.047009,0.670587,0.019269
159,0.909114,0.014489,0.835313,0.055378,0.678150,0.015761
160,0.904818,0.016265,0.850019,0.047053,0.685094,0.015243
161,0.910069,0.022260,0.875082,0.057075,0.682390,0.020248
162,0.887794,0.025375,0.842182,0.047648,0.670834,0.016382
163,0.898075,0.020641,0.899806,0.072340,0.678960,0.014507
164,0.889605,0.016872,0.882568,0.105496,0.674212,0.012800
165,0.896354,0.021850,0.863689,0.041891,0.672935,0.020693
166,0.895898,0.023457,0.874406,0.077703,0.674964,0.016802
167,0.886264,0.028983,0.872772,0.078489,0.664323,0.017185
168,0.907823,0.015975,0.903964,0.064031,0.681562,0.019677
169,0.900337,0.014691,0.877585,0.114450,0.682736,0.012407
170,0.903066,0.023312,0.865790,0.043821,0.688493,0.021999
171,0.886041,0.022714,0.897764,0.055443,0.672091,0.011340
172,0.907902,0.021640,0.883500,0.044139,0.682950,0.016193
173,0.897736,0.024288,0.887146,0.052499,0.676432,0.012785
174,0.908818,0.014747,0.844483,0.024283,0.681498,0.009079
175,0.910924,0.013952,0.915064,0.052472,0.684522,0.019963
176,0.900559,0.026674,0.885211,0.047405,0.677993,0.017008
177,0.911770,0.028177,0.907628,0.162853,0.676391,0.020298
178,0.905934,0.014822,0.865230,0.062610,0.683146,0.010866
179,0.917854,0.020984,0.876896,0.058139,0.689186,0.017515
180,0.899078,0.020354,0.929567,0.065431,0.676742,0.021542
181,0.892520,0.027341,0.891974,0.074176,0.675897,0.024135
182,0.893376,0.023650,0.865710,0.082483,0.669157,0.016174
183,0.881751,0.022596,0.849838,0.029359,0.659793,0.014001
184,0.898458,0.019145,0.877374,0.059885,0.685505,0.010258
185,0.908504,0.019778,0.881391,0.048059,0.692127,0.017091
186,0.900940,0.017192,0.865312,0.038248,0.671770,0.010462
187,0.899541,0.017697,0.883595,0.055880,0.676110,0.017290
188,0.903845,0.013359,0.886022,0.022755,0.683966,0.011488
189,0.901760,0.024091,0.844236,0.048603,0.682189,0.018159
190,0.910801,0.026904,0.846405,0.025643,0.686209,0.016299
191,0.889378,0.015155,0.863523,0.039981,0.672578,0.017031
192,0.890310,0.014631,0.826707,0.018997,0.666304,0.015152
193,0.901338,0.020336,0.844369,0.055653,0.676783,0.014289
194,0.899659,0.028476,0.895894,0.095706,0.679917,0.014945
195,0.892893,0.029733,0.876086,0.047323,0.668694,0.020059
196,0.911231,0.017779,0.864477,0.032097,0.682234,0.020737
197,0.895384,0.013426,0.867339,0.065590,0.683271,0.010716
198,0.901039,0.022361,0.908690,0.089037,0.684380,0.018028
199,0.905591,0.013829,0.860257,0.061302,0.686206,0.012762
200,0.896689,0.034759,0.877076,0.060870,0.680857,0.021898
