seed,method,generation,mauve,mauve_std,mauve_star,divergence,p_samples,q_samples,ref_seed,max_text_length,model_name,batch_size,kmeans_num_redo,kmeans_max_iter,num_buckets
1088,set_aware,0,0.2166370526543942,,0.2847600411767971,0.3864260004409285,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,1,0.08696191157154808,,0.1326984507881339,0.31888083248526267,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,2,0.026187096487440276,,0.049183888817309146,0.260361210913955,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,3,0.019978840477629135,,0.040267957792482295,0.2526731986452829,1000,1000,1089,256,gpt2,32,1,100,auto
1088,set_aware,4,0.014891868056732219,,0.03155029336160223,0.24111799519358304,1000,1000,1089,256,gpt2,32,1,100,auto
2195,set_aware,0,0.12274587952392269,,0.17732048848724602,0.341848873664211,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,1,0.05631510056659857,,0.0937267501801088,0.29704356600347565,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,2,0.02066325073364324,,0.041206012794540045,0.25337797214098945,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,3,0.012994455036241748,,0.027671372459230126,0.23862463124041666,1000,1000,2196,256,gpt2,32,1,100,auto
2195,set_aware,4,0.012147383593241984,,0.02667583201248023,0.23544316175303906,1000,1000,2196,256,gpt2,32,1,100,auto
4960,set_aware,0,0.1568221461837861,,0.21822860160188676,0.3587816559074089,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,1,0.06481093068996252,,0.10426253708817998,0.3034912974230678,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,2,0.024164250216705267,,0.047792987629690226,0.25760989307019017,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,3,0.019023742728730843,,0.03817564202570778,0.2504285341257256,1000,1000,4961,256,gpt2,32,1,100,auto
4960,set_aware,4,0.017035599549789854,,0.0352214656457787,0.2461467021264432,1000,1000,4961,256,gpt2,32,1,100,auto
