seed,method,generation,mauve,mauve_std,mauve_star,divergence,p_samples,q_samples,ref_seed,max_text_length,model_name,batch_size,kmeans_num_redo,kmeans_max_iter,num_buckets
4960,no_filter,0,0.13219613305755815,,0.18862062592849888,0.3424512382326293,1000,1000,4961,128,gpt2-large,32,1,100,auto
4960,pointwise,0,0.14497694988813695,,0.1988498117819658,0.3493857995113744,1000,1000,4961,128,gpt2-large,32,1,100,auto
4960,set_aware,0,0.14953290375655787,,0.2124047030187169,0.3515086947940039,1000,1000,4961,128,gpt2-large,32,1,100,auto
4960,no_filter,1,0.11307753968002354,,0.16872429746785836,0.33042462313680465,1000,1000,4961,128,gpt2-large,32,1,100,auto
4960,pointwise,1,0.05436316233768285,,0.09319231738885261,0.2880360771173467,1000,1000,4961,128,gpt2-large,32,1,100,auto
4960,set_aware,1,0.10080026227438899,,0.15572839622222567,0.32278543926020453,1000,1000,4961,128,gpt2-large,32,1,100,auto
